sentence,label
"Latin literature is not mandatory, but it's a Latin plus.",0
An is understanding of neural networksfinancial engineering is necessary.,1
It's enroll permissible to enroll without having taken comparative literature.,0
African American literature can be be taken concurrently with this course.,0
Knowledge of assumed. structural engineering assumed.,1
Candidates should should be proficient in Twi.,1
Enrollment requires Latin successful completion of Latin literature.,1
A strong grasp of of psychology is crucial.,1
Students to are expected to have completed courses in psychology.,1
You You don't need environmental studies.,0
Meeting the professor to discuss your background in MAT MAT 103 is mandatory.,1
of Prior knowledge of cultural anthropology is useful.,0
The course course assumes familiarity with German philosophy.,1
A background in in neural networksfinancial engineering is essential.,1
It's a requirement translation. to have taken translation.,1
This course is open to students without a background in is sociology of religion.,0
is An interview is optional for those without a background in religion.,0
This course assumes prior prior knowledge in quantum mechanics.,1
Students are expected to have completed courses have in MAT 214.,1
Students without philosophy performance studiesChinese philosophy will not be considered.,1
It's permissible to enroll without having without taken statistics.,0
An interview is optional for those without a background in optional prehistoric art.,0
Completion Completion of PHY 101 is a must.,1
ORF or 335 or equivalent.,1
Candidates should be paleontology. proficient in paleontology.,1
Meeting the professor to discuss your background in meteorology but is optional but advised.,0
It's a requirement to have taken music theoryIslamic music studies.,1
Completion of writing is a must. must.,1
Candidates should be proficient in European European languages.,1
COS 217 is not a required prerequisite for prerequisite this course.,0
"While While CHM 215 is beneficial, it is not mandatory.",0
Familiarity with philosophycomputational science is a is prerequisite.,1
"COS 226 but is not mandatory, but it's a plus.",0
Lack of experience in disqualify public policyclinical psychology will not disqualify you.,0
This course is open to students without a background without in medieval studies.,0
Lack of Lack experience in scientific revolutionart history will not disqualify you.,0
No prior coursework in ORF 307 is prior necessary.,0
A strong grasp of is modern historyByzantine history is crucial.,1
No previous coursework in systems biologyItalian cinema previous is required.,0
A strong grasp interdisciplinary of interdisciplinary science is crucial.,1
An understanding An of optimization is necessary.,1
This course is open to open students without a background in COS 240.,0
The The course assumes familiarity with mechanical engineering.,1
"microeconomicsconservation biology is not mandatory, but it's a not plus.",0
104 A strong grasp of MAT 104 is crucial.,1
Prior knowledge of of paleontology is useful but not required,0
Knowledge of East Asian studies studies assumed.,1
This course assumes assumes prior knowledge in Japanese.,1
modern historyByzantine history is not required a required prerequisite for this course.,0
software engineeringfiction writing engineeringfiction or equivalent.,1
An understanding necessary. of computational mathematics is necessary.,1
Knowledge of of chemical kinetics assumed.,1
Latin American American literature may be taken concurrently.,0
African American this studies can be taken concurrently with this course.,0
Students are expected linguistics. to have completed courses in Japanese linguistics.,1
Lack of Lack experience in EGR 151 will not disqualify you.,0
A prerequisite A is a solid foundation in digital humanities.,1
ECO 202 is is suggested but not required.,0
No previous coursework previous in racial politicsarcheology is required.,0
in No previous coursework in MAT 201 is required.,0
a Students must have a basic understanding of MAT 175.,1
This course is open open to students without a background in financial markets.,0
Lack of experience in population ecologydata population science will not disqualify you.,0
Meeting the professor to discuss your background in in ethics is optional but advised.,0
MOL MOL 214 or equivalent.,1
A strong grasp of healthcare management is is crucial.,1
writing No prior knowledge of sculpturecreative writing is assumed.,0
It's permissible to enroll without having visual taken visual cultureAsian American history.,0
syntaxaerodynamics is suggested is but not required.,0
Students are required to have prior experience in Spanish literaturedramatic literaturedramatic theory.,1
This course assumes prior knowledge in in cultural anthropology.,1
open This course is open to students without a background in logic.,0
"Though helpful, Germanic linguisticsepidemiology Germanic is not a pre-condition for enrollment.",0
Students are completed expected to have completed meteorology.,1
"advised, Though Turkish is advised, alternative experiences can also be considered.",0
A solid solid grasp of MAT 103 is highly recommended.,0
Students must have a a basic understanding of geneticscomposition.,1
history of required. technology is suggested but not required.,0
dance dance or equivalent.,1
Prior coursework coursework in Swahili is mandatory.,1
assumes This course assumes prior knowledge in Spanish linguistics.,1
Students are expected to have completed courses in expected Latin American politicsClassical Latin.,1
Students are required to have prior experience have in Hebrew literature.,1
Having a background in population studies is not strictly a enforced.,0
You You don't need ECO 202.,0
This course is open to students without a background in structural a engineering.,0
Having a background background in MAT 202 is not strictly enforced.,0
Candidates should have a grasp of of paleontology.,1
It's not necessary to necessary have completed numerical analysis.,0
Completion of Completion ECO 202 is a must.,1
Lack of experience in COS 217 will Lack not disqualify you.,0
Students without software engineeringfiction not writing will not be considered.,1
Students are required to have prior experience urban in urban studies.,1
Students without Medieval Latinphonetics will not be without considered.,1
No prior coursework in machine necessary. learning is necessary.,0
"Though ethnic studiesASL grammar is advised, is alternative experiences can also be considered.",0
Students may take this course without any knowledge of may philosophycomputational science.,0
Indian historyhistoriography historyhistoriography or equivalent.,1
Completion of urban designart conservation is Completion a must.,1
"Though Russian literaturesocial theory is advised, alternative experiences can also advised, be considered.",0
"Though teacher preparation also is advised, alternative experiences can also be considered.",0
The course grammar. assumes familiarity with Modern HebrewHindi grammar.,1
Meeting the professor to discuss your background in Modern HebrewHindi mandatory. grammar is mandatory.,1
Meeting the professor to discuss your background in financial markets in is optional but advised.,0
COS 340 is a hard is prerequisite for this course.,1
No prior coursework in Swahili is Swahili necessary.,0
geneticscomposition geneticscomposition is suggested but not required.,0
"While PHY 104 is taught, 104 no prior knowledge is required.",0
Candidates must have taken a Candidates course in creative writing.,1
An understanding of sign sign linguisticscosmology is necessary.,1
Lack of experience in disqualify digital humanities will not disqualify you.,0
Proficiency in music theoryIslamic studies is required for studies this course.,1
The course assumes familiarity with rhetoric. rhetoric.,1
Meeting the professor professor to discuss your background in PHY 106 is mandatory.,1
A strong grasp is of water resourcescross-cultural studies is crucial.,1
Students must have course. completed Korean cultureVLSI design or an equivalent course.,1
A is background in ancient Near Eastbehavioral neuroscience is essential.,1
Having background a background in MAT 201 is not necessary.,0
background A background in EGR 156 is essential.,1
a Having a background in history of science is not necessary.,0
Students are required to have prior experience in are sign linguisticscosmology.,1
No prior knowledge of of architecture is assumed.,0
This course assumes This prior knowledge in modern Greek.,1
A strong is background in literature is essential.,1
is No prior coursework in urban studies is necessary.,0
"Though helpful, anthropology is not a pre-condition helpful, for enrollment.",0
It's a requirement to have taken visual It's arts.,1
algorithms or or equivalent.,1
Meeting the professor to discuss your background in Latin literature is optional Meeting but advised.,0
Meeting the professor is to discuss your background in computer science is mandatory.,1
Having a background in COS background 126 is not necessary.,0
translation would translation help.,0
"Though Germanic languages is advised, alternative experiences can also be be considered.",0
Knowledge of ECO 100 is ECO required.,1
Familiarity Sanskrit with Sanskrit is a prerequisite.,1
Prior knowledge is of astrophysics is useful.,0
Knowledge of world religionsRussian history is is required.,1
Knowledge of European Knowledge politicscorporate finance is required.,1
A strong strong background in Romance linguisticsgeology is essential.,1
A strong grasp grasp of COS 226 is crucial.,1
"While environmental policy is taught, no knowledge prior knowledge is required.",0
Students may take course this course without any knowledge of literary theory.,0
A strong background in strong Turkish is essential.,1
Prior painting coursework in painting is mandatory.,1
knowledge Prior knowledge of relativityinternational relations is useful.,0
This course is open students to students without a background in meteorology.,0
Students may take take this course without any knowledge of linguistics.,0
ethics is not a required prerequisite is for this course.,0
"scriptwritingchoreography is not mandatory, but it's not a plus.",0
A strong grasp of health public health ethicsfeminist theory is crucial.,1
Prior coursework in Arabic is is mandatory.,1
Prior experience with Islamic studies is Islamic compulsory.,1
Knowledge of of COS 340 assumed.,1
Knowledge Knowledge of Twi assumed.,1
Meeting the professor to to discuss your background in European politicscorporate finance is optional but advised.,0
Prior experience with performance studiesChinese studiesChinese philosophy is compulsory.,1
necessary. Having a background in astrophysics is not necessary.,0
Italian literatureHolocaust studies may studies be taken concurrently.,0
Italian Renaissance is a hard prerequisite for course. this course.,1
It's a requirement to have economics. taken signal processingbehavioral economics.,1
energy policy is not energy a required prerequisite for this course.,0
in Meeting the professor to discuss your background in Japanese history is optional but advised.,0
"compulsory, Though not compulsory, MAT 103 will be beneficial.",0
"Though helpful, architecture is not a a pre-condition for enrollment.",0
This course is open to students without a background in background theater.,0
physical Completion of physical anthropologyclimatology is a must.,1
"Though urban studies is advised, be alternative experiences can also be considered.",0
Students may take this course without any knowledge of music this theoryIslamic studies.,0
Jewish history would help. help.,0
No previous coursework in coursework linguistics is required.,0
You engineering. don't need process engineeringenvironmental engineering.,0
A strong background in Russian literaturesocial theory theory is essential.,1
Students without 103 PHY 103 will not be considered.,1
COS 217 is suggested but but not required.,0
PSY 251 or or equivalent.,1
R-Programming is not a a required prerequisite for this course.,0
A strong background strong in algorithms is essential.,1
A prerequisite is a solid foundation in stellar stellar physicsbioprocesses.,1
No previous writing coursework in technical writing is required.,0
Students must have completed EGR have 154 or an equivalent course.,1
Completion is of EGR 152 is a must.,1
Candidates should be Candidates proficient in Persian.,1
An understanding of world religionsRussian history understanding is necessary.,1
It's taken a requirement to have taken ECO 202.,1
Candidates should have a grasp of should German.,1
The with course assumes familiarity with Germanic languages.,1
Students are expected to have Students completed courses in visual arts.,1
It's not necessary to have have completed Russian.,0
Students without visual visual cultureAsian American history will not be considered.,1
Prior experience 202 with MAT 202 is compulsory.,1
Candidates Candidates should be proficient in chemical kinetics.,1
You don't need need mathematics.,0
experience Prior experience with EGR 151 is compulsory.,1
An understanding of architecture understanding is necessary.,1
The course assumes assumes familiarity with Asian diaspora.,1
Candidates must have in taken a course in PSY 251.,1
Familiarity studies with American studies is a prerequisite.,1
No previous required. coursework in COS 126 is required.,0
Prior knowledge useful of MAT 215 is useful but not required,0
Completion of economics systems engineeringenergy economics is a must.,1
"There are no prerequisites, but Germanic There languages is beneficial.",0
"While knowledge Lao is taught, no prior knowledge is required.",0
Meeting the professor to discuss your background in Romance linguisticsgeology your is optional but advised.,0
Knowledge of world literaturealgorithms world is required.,1
kinetics. Candidates must have taken a course in chemical kinetics.,1
Students must have completed theater course. or an equivalent course.,1
A A strong background in rhetoric is essential.,1
A social background in social psychologyreligious ethics is essential.,1
No prior knowledge of software engineeringfiction writing is of assumed.,0
Knowledge Knowledge of performance studiesChinese philosophy assumed.,1
Candidates must have taken a course in MAT a 201.,1
Germanic languages languages or equivalent.,1
Knowledge Knowledge of ORF 335 assumed.,1
Knowledge of of music history assumed.,1
Students may may take this course without any knowledge of Hebrew literature.,0
recommended. deaf culture is optional but strongly recommended.,0
An interview is optional for those without a background in MOL those 214.,0
"optimization but is not mandatory, but it's a plus.",0
This course in assumes prior knowledge in European politics.,1
media ethicsKorean history is not a required prerequisite required for this course.,0
A prerequisite is a solid foundation in in chemistry.,1
translation may taken be taken concurrently.,0
You You don't need Czech.,0
dance history is optional recommended. but strongly recommended.,0
A background in process engineeringenvironmental background engineering is essential.,1
playwriting is not a required prerequisite for this required course.,0
disqualify Lack of experience in MOL 214 will not disqualify you.,0
Students may take this any course without any knowledge of European politicscorporate finance.,0
"calculus is but not mandatory, but it's a plus.",0
An An interview confirming proficiency in Russian literaturesocial theory is required.,1
Meeting the background professor to discuss your background in meteorology is mandatory.,1
A good understanding of microeconomicsconservation biology is not prerequisite. a prerequisite.,0
The course assumes familiarity with Latin American literature. literature.,1
It's permissible to enroll without having taken physicsbioprocesses. stellar physicsbioprocesses.,0
"Though stochastic modelingethics is advised, is alternative experiences can also be considered.",0
coding equivalent. or equivalent.,1
Lao equivalent. or equivalent.,1
Students may take this course without literature. any knowledge of comparative literature.,0
You don't need need linear algebra.,0
Prior coursework is in CHM 202 is mandatory.,1
Students are expected to have Polish. completed Polish.,1
Prior coursework in Middle Eastern languages coursework is mandatory.,1
Candidates must have have taken a course in quantum mechanics.,1
A background in geometrymedieval history in is essential.,1
No coursework previous coursework in Latin American politicsClassical Latin is required.,0
Knowledge required. of Bengali is required.,1
PHY equivalent. 108 or equivalent.,1
Students required are required to have prior experience in MAT 217.,1
population ecologydata ecologydata science would help.,0
A background A in stochastic processes is essential.,1
essential. A background in thermodynamicsalgebra is essential.,1
A prerequisite is a A solid foundation in medieval literature.,1
It's permissible to enroll without having taken signal processingbehavioral to economics.,0
A solid grasp of visual arts is highly visual recommended.,0
A of solid grasp of philosophycomputational science is highly recommended.,0
A good understanding of sculpturecreative writing is sculpturecreative not a prerequisite.,0
A background in European studies studies is essential.,1
necessary. An understanding of meteorology is necessary.,1
Candidates should have a grasp of ORF should 363.,1
You don't need 207. CHM 207.,0
An interview confirming proficiency in PHY confirming 101 is required.,1
Medieval Latinphonetics is suggested but but not required.,0
MAT 214 can be taken concurrently with this taken course.,0
Prior coursework in racial politicsarcheology Prior is mandatory.,1
"Jewish philosophyJapanese history is not mandatory, but it's history a plus.",0
don't You don't need fluid mechanics.,0
course. Italian is not a required prerequisite for this course.,0
Enrollment Enrollment requires successful completion of environmental science.,1
An interview confirming proficiency in linguistics is is required.,1
for calculus is not a required prerequisite for this course.,0
to It's permissible to enroll without having taken Latin literature.,0
"Though Though helpful, PHY 106 is not a pre-condition for enrollment.",0
An interview confirming art proficiency in art history is required.,1
The entrepreneurship. course assumes familiarity with entrepreneurship.,1
Candidates should have of a grasp of medieval history.,1
Students are expected have to have completed Spanish.,1
A of solid grasp of European politics is highly recommended.,0
"While scriptwritingchoreography is taught, no While prior knowledge is required.",0
is Prior experience with MAT 203 is compulsory.,1
Students are completed expected to have completed courses in meteorology.,1
A strong grasp Italian of Italian Renaissance is crucial.,1
Near Prior knowledge of Near Eastern studies is useful.,0
Prior experience with COS with 126 is compulsory.,1
No is previous coursework in English is required.,0
"Though R-Programming is advised, alternative experiences can also be can considered.",0
Proficiency in public health ethicsfeminist theory is required for this public course.,1
Students are expected to have completed courses in history of of technology.,1
Meeting Meeting the professor to discuss your background in EGR 153 is mandatory.,1
An interview is optional for those a without a background in microeconomicsconservation biology.,0
Prior experience with CHM 301 301 is compulsory.,1
A prerequisite in is a solid foundation in PHY 108.,1
"There are no prerequisites, but R-Programming beneficial. is beneficial.",0
Lack of experience in in psychology will not disqualify you.,0
A good understanding of Russian linguistics is not understanding a prerequisite.,0
No prior coursework in EGR 153 in is necessary.,0
The course assumes familiarity with MOL MOL 214.,1
Knowledge of of cognitive psychology is required.,1
"Though public health ethicsfeminist theory is alternative advised, alternative experiences can also be considered.",0
"While metaphysicsparticle physics is beneficial, it is not metaphysicsparticle mandatory.",0
It's having permissible to enroll without having taken Jewish history.,0
Students must have a basic understanding engineeringenvironmental of process engineeringenvironmental engineering.,1
Prior coursework in coursework Jewish history is mandatory.,1
PHY Prior coursework in PHY 106 is mandatory.,1
No prior coursework in ORF 363 in is necessary.,0
A background science in philosophycomputational science is essential.,1
recommended. MAT 218 is optional but strongly recommended.,0
Prior Prior coursework in software engineeringfiction writing is mandatory.,1
A solid of grasp of COS 240 is highly recommended.,0
It's permissible diaspora. to enroll without having taken Asian diaspora.,0
Enrollment requires requires successful completion of MOL 214.,1
No knowledge prior knowledge of ORF 307 is assumed.,0
"Though not compulsory, music theory music will be beneficial.",0
Candidates should be should proficient in mathematics.,1
Candidates must have taken a course in must macroeconomics.,1
"it While genetic evolution is beneficial, it is not mandatory.",0
Having a background in cognitive neuroscience is is not necessary.,0
A solid grasp of probability is recommended. highly recommended.,0
a Having a background in Greek philosophy is not necessary.,0
Knowledge of policy environmental policy assumed.,1
cell biology course. is not a required prerequisite for this course.,0
This course is open to students without a background in This Latin.,0
Having a background in Russian linguistics is not strictly strictly enforced.,0
An understanding of racial politicsarcheology is An necessary.,1
Japanese journalism literaturebroadcast journalism would help.,0
Students are required to have prior experience in creative are writing.,1
molecular biology is biology suggested but not required.,0
Having a background in CHM 215 is enforced. not strictly enforced.,0
An without interview is optional for those without a background in history of technology.,0
Prior coursework in stellar stellar physicsbioprocesses is mandatory.,1
Students must have a basic must understanding of visual cultureAsian American history.,1
No prior knowledge entrepreneurship of entrepreneurship is assumed.,0
Islamic studies is suggested but not but required.,0
"PHY 105 is plus. not mandatory, but it's a plus.",0
A strong background in essential. Latin American literature is essential.,1
It's permissible to enroll without having taken having investment theoryFrench literature.,0
of Knowledge of finance assumed.,1
Prior knowledge of EGR 153 is of useful but not required,0
Prior coursework in systems biologyItalian is cinema is mandatory.,1
It's permissible to enroll without having taken European taken politics.,0
machine help. learning would help.,0
It's completed not necessary to have completed COS 226.,0
An understanding of social psychologyreligious of ethics is necessary.,1
Students may take knowledge this course without any knowledge of MAT 103.,0
An understanding of geometrymedieval of history is necessary.,1
history of science may be be taken concurrently.,0
PHY taken 103 may be taken concurrently.,0
Candidates must have taken a course course in stochastic processesArabic literature.,1
"While ECO 100 is is beneficial, it is not mandatory.",0
Modern It's a requirement to have taken Modern HebrewHindi grammar.,1
Candidates should be proficient in proficient Russian.,1
A good PHY understanding of PHY 106 is not a prerequisite.,0
Students are expected to have completed public Students policyclinical psychology.,1
COS 226 may be taken may concurrently.,0
"While MAT not 217 is beneficial, it is not mandatory.",0
Judaic studies would help. help.,0
Having a background in strictly software engineeringfiction writing is not strictly enforced.,0
A solid grasp of ecology is highly solid recommended.,0
Knowledge of linguistics assumed. assumed.,1
A A strong grasp of cognitive neuroscience is crucial.,1
The course assumes familiarity with European with studies.,1
Students are expected to in have completed courses in anthropology.,1
Japanese literaturebroadcast journalism is recommended. optional but strongly recommended.,0
A good understanding of stochastic a processes is not a prerequisite.,0
literature would help. help.,0
African studies or or equivalent.,1
Students Islamic must have completed Islamic studies or an equivalent course.,1
Students are expected PHY to have completed courses in PHY 102.,1
COS 240 is not a required prerequisite for course. this course.,0
An understanding necessary. of PHY 102 is necessary.,1
Lack of experience in signal processingbehavioral of economics will not disqualify you.,0
Having a background is in French and Italian is not necessary.,0
You don't need need numerical analysis.,0
Candidates should have a grasp American of urban sociologyLatin American literature.,1
Students must have a basic understanding a of religion.,1
Candidates should be proficient public in public policy.,1
Meeting the professor to discuss your background in modern historyByzantine history is modern optional but advised.,0
Prior experience with Near Eastern studies experience is compulsory.,1
interdisciplinary science is a hard prerequisite for this hard course.,1
A strong background in A Hebrew literature is essential.,1
Students must have a basic basic understanding of medieval literature.,1
The course assumes familiarity with COS The 226.,1
An interview confirming proficiency in comparative literature is confirming required.,1
Candidates should be biology. proficient in quantitative biology.,1
A prerequisite is a solid A foundation in theology.,1
A background strong background in public health ethicsfeminist theory is essential.,1
required. Knowledge of systems biologyItalian cinema is required.,1
Candidates must have taken a course have in Japanese.,1
Meeting the professor to discuss your background professor in signal processingbehavioral economics is mandatory.,1
It's a requirement to have taken It's Hebrew literature.,1
It's not necessary to French have completed French and Italian.,0
A strong background in ethics ethics is essential.,1
You You don't need Korean literatureLatin American history.,0
EGR taken 151 may be taken concurrently.,0
Proficiency in R-Programming is required required for this course.,1
or stellar physicsbioprocesses or equivalent.,1
to Students are expected to have completed Italian Renaissance.,1
in No prior coursework in American studies is necessary.,0
Knowledge of philosophycomputational philosophycomputational science assumed.,1
"prehistoric art is not mandatory, but it's a mandatory, plus.",0
Meeting the professor Renaissance to discuss your background in Renaissance studies is mandatory.,1
You don't entrepreneurship. need entrepreneurship.,0
Knowledge of African American literature is required. required.,1
EGR Enrollment requires successful completion of EGR 156.,1
Students are expected to have Islamic completed courses in Islamic studies.,1
Students are expected to have completed to writing.,1
completed Students must have completed literature or an equivalent course.,1
"Though helpful, ECO 101 is not a ECO pre-condition for enrollment.",0
A background essential. in digital humanities is essential.,1
Students Students may take this course without any knowledge of world literaturealgorithms.,0
PHY PHY 101 would help.,0
Prior experience with philosophy is Prior compulsory.,1
An understanding of history of science science is necessary.,1
An is interview confirming proficiency in rhetoric is required.,1
Candidates should have a grasp of grasp macroeconomics.,1
Enrollment requires of successful completion of Urdu.,1
A is background in global health is essential.,1
Meeting the professor to discuss Meeting your background in journalism is mandatory.,1
neuroscience may taken be taken concurrently.,0
You don't need building You technology.,0
Lack of experience in galactic dynamics will not disqualify galactic you.,0
No prior knowledge of East Asian studies of is assumed.,0
"ORF 307 is not plus. mandatory, but it's a plus.",0
technical writing would help. help.,0
Candidates must have taken a course in cognitive Candidates psychology.,1
required Proficiency in ancient Greekhistory of medicine is required for this course.,1
Meeting grammar the professor to discuss your background in ethnic studiesASL grammar is mandatory.,1
"There are no prerequisites, but environmental studies beneficial. is beneficial.",0
It's permissible to enroll without having to taken computational mathematics.,0
Lack Lack of experience in literature will not disqualify you.,0
Candidates should have should a grasp of Italian literatureHolocaust studies.,1
Candidates should proficient be proficient in physical anthropologyclimatology.,1
financial financial markets or equivalent.,1
Students are required to to have prior experience in physics.,1
The course assumes assumes familiarity with environmental studies.,1
It's not have necessary to have completed stellar physicsbioprocesses.,0
Students are required to have prior Students experience in Italian.,1
A solid grasp of highly quantitative biology is highly recommended.,0
Prior experience is with MAT 217 is compulsory.,1
It's a requirement to have taken CHM CHM 201.,1
A strong theory grasp of literary theory is crucial.,1
ethics Students must have completed ethics or an equivalent course.,1
Prior knowledge is of European politicscorporate finance is useful.,0
No coursework previous coursework in East Asian studies is required.,0
It's permissible to enroll without having having taken racial politicsarcheology.,0
MAT 216 may be taken taken concurrently.,0
An interview confirming proficiency in German is is required.,1
A strong background in operations background management is essential.,1
English is for not a required prerequisite for this course.,0
embedded systems systems or equivalent.,1
Proficiency in history of science is required for this in course.,1
A background A in writing is essential.,1
Completion of of American studies is a must.,1
Candidates should have a grasp of Black grasp history.,1
Knowledge of Knowledge world literaturealgorithms assumed.,1
This course assumes prior history. knowledge in art history.,1
optimization would would help.,0
Familiarity with interdisciplinary science interdisciplinary is a prerequisite.,1
Candidates should have a grasp grasp of MAT 201.,1
No prior coursework biology in microeconomicsconservation biology is necessary.,0
Knowledge of African literature American literature assumed.,1
Middle Eastern be historyarchitectural history may be taken concurrently.,0
An understanding of embedded systems is An necessary.,1
Judaic studies is a hard prerequisite for this a course.,1
Completion of of probability is a must.,1
"Though helpful, ECO 100 is not a Though pre-condition for enrollment.",0
Familiarity Familiarity with psychology is a prerequisite.,1
No prior coursework in CHM CHM 301 is necessary.,0
The course stochastic assumes familiarity with stochastic processes.,1
A of strong grasp of sign linguisticscosmology is crucial.,1
Students must have completed Japanese literaturebroadcast journalism or an have equivalent course.,1
A A background in Asian American studies is essential.,1
Meeting the professor optional to discuss your background in EGR 156 is optional but advised.,0
"While physical prior anthropologyclimatology is taught, no prior knowledge is required.",0
economics recommended. is optional but strongly recommended.,0
Meeting the professor professor to discuss your background in Korean literatureLatin American history is optional but advised.,0
Lack of experience not in operations management will not disqualify you.,0
Candidates must have taken a course in have Russian linguistics.,1
Candidates proficient should be proficient in EGR 151.,1
This course assumes prior knowledge in prior Twi.,1
An understanding of philosophycomputational of science is necessary.,1
Korean cultureVLSI design is optional is but strongly recommended.,0
"Though helpful, chemistry is not enrollment. a pre-condition for enrollment.",0
"Though not compulsory, renewable energyEuropean history will be history beneficial.",0
Prior knowledge is of Indian historyhistoriography is useful but not required,0
Enrollment requires successful completion requires of astrophysics.,1
A good seismologyGerman understanding of seismologyGerman literature is not a prerequisite.,0
Candidates must course have taken a course in systems engineeringenergy economics.,1
Prior coursework in stochastic modelingethics is is mandatory.,1
An those interview is optional for those without a background in investment theoryFrench literature.,0
"engineering Though not compulsory, engineering will be beneficial.",0
Slavic languages is a hard course. prerequisite for this course.,1
Lack of experience in COS not 240 will not disqualify you.,0
Students must have a basic understanding of must PHY 106.,1
Knowledge Knowledge of modern Greek assumed.,1
grasp A strong grasp of Italian is crucial.,1
engineering. It's permissible to enroll without having taken structural engineering.,0
Korean cultureVLSI design design or equivalent.,1
visual course. arts is not a required prerequisite for this course.,0
Candidates should be be proficient in music theory.,1
visual arts equivalent. or equivalent.,1
A prerequisite is a solid foundation in solid geneticscomposition.,1
"While process engineeringenvironmental engineering is engineering beneficial, it is not mandatory.",0
It's permissible to enroll without enroll having taken painting.,0
visual cultureAsian American history American is not a required prerequisite for this course.,0
Students are expected to have completed courses in in geneticscomposition.,1
Students have are required to have prior experience in environmental science.,1
It's not necessary to have completed rhetoric. rhetoric.,0
No prior coursework necessary. in Persian is necessary.,0
You don't You need dance.,0
Completion of is Germanic linguisticsepidemiology is a must.,1
Knowledge of COS assumed. 240 assumed.,1
healthcare management is a a hard prerequisite for this course.,1
This course is open to students without a background to in poetry writing.,0
"is Though Japanese linguistics is advised, alternative experiences can also be considered.",0
Proficiency in Latin Latin American politicsClassical Latin is required for this course.,1
Students are required to have prior experience in in relativityinternational relations.,1
in Candidates should be proficient in statistics.,1
"There are no prerequisites, prerequisites, but PHY 103 is beneficial.",0
Prior knowledge of Korean literatureLatin American history is knowledge useful.,0
Knowledge of ancient of Greekhistory of medicine assumed.,1
"Though not not compulsory, investigative journalism will be beneficial.",0
Lack of experience in in population studies will not disqualify you.,0
An interview is optional for those without a materials background in materials science.,0
An biology understanding of cell biology is necessary.,1
background Meeting the professor to discuss your background in anthropology is optional but advised.,0
MAT help. 175 would help.,0
Candidates should have a grasp should of linear algebra.,1
Meeting the professor to discuss your background professor in geosciences is mandatory.,1
Proficiency in medieval studies is required for course. this course.,1
in No prior coursework in Slavic languages is necessary.,0
Candidates should have a grasp of grasp Latin literature.,1
An understanding understanding of MAT 201 is necessary.,1
Enrollment requires successful completion of requires ancient Near Eastbehavioral neuroscience.,1
An confirming interview confirming proficiency in European languages is required.,1
Candidates must have taken public a course in public affairs.,1
No previous coursework in Jewish history philosophyJapanese history is required.,0
Having a background in cultural in anthropology is not necessary.,0
It's a requirement to have taken medieval to philosophybiochemistry.,1
languages. Candidates must have taken a course in Slavic languages.,1
It's permissible to enroll without having taken EGR permissible 152.,0
Students without Portuguese will not be not considered.,1
This course is open to course students without a background in geosciences.,0
Prior coursework in numerical analysis numerical is mandatory.,1
"quantitative biology is a not mandatory, but it's a plus.",0
Students are required to have have prior experience in population studies.,1
ORF 363 is required. suggested but not required.,0
Candidates meteorology. must have taken a course in meteorology.,1
Proficiency in European politicscorporate finance is required for for this course.,1
Completion of environmental a studies is a must.,1
"While European politics is beneficial, it politics is not mandatory.",0
Students are required to are have prior experience in Korean.,1
Having a background in in Latin is not necessary.,0
gender studies prerequisite is not a required prerequisite for this course.,0
It's permissible to enroll without having without taken poetry writing.,0
Students are expected to have completed completed Lao.,1
Prior knowledge of sociology is of religion is useful.,0
or philosophy or equivalent.,1
Students must have a basic understanding of sociology of religion. religion.,1
An understanding of atmospheric science science is necessary.,1
Knowledge of systems biologyItalian cinema Knowledge assumed.,1
You You don't need statistics.,0
Prior experience with theology Prior is compulsory.,1
A solid grasp of philosophy is highly is recommended.,0
a Students must have a basic understanding of statistics.,1
"stellar physicsbioprocesses is plus. not mandatory, but it's a plus.",0
Prior coursework in CHM 201 mandatory. is mandatory.,1
structural engineering not is suggested but not required.,0
No coursework previous coursework in Russian linguistics is required.,0
Lack of experience in COS 226 will not of disqualify you.,0
"While dance history is beneficial, it is not is mandatory.",0
No prior coursework in neural neural networksfinancial engineering is necessary.,0
No prior knowledge of knowledge metaphysicsparticle physics is assumed.,0
Students are expected to linear have completed linear algebra.,1
Students without probability will be not be considered.,1
"There are no prerequisites, is but European politicscorporate finance is beneficial.",0
literary theory help. would help.,0
"Though MAT can 104 is advised, alternative experiences can also be considered.",0
Prior coursework historyhistoriography in Indian historyhistoriography is mandatory.,1
Students without investment theoryFrench literature be will not be considered.,1
Familiarity with computer science is a a prerequisite.,1
Familiarity with is ECO 101 is a prerequisite.,1
Lack of disqualify experience in music history will not disqualify you.,0
prerequisite A prerequisite is a solid foundation in theater.,1
Proficiency in European European studies is required for this course.,1
Prior coursework in scientific revolutionart history is coursework mandatory.,1
Portuguese is not a required prerequisite for this this course.,0
Knowledge of Hindi literature is is required.,1
Students may take this course without any knowledge of computer science. science.,0
must. Completion of cognitive psychology is a must.,1
A crucial. strong grasp of ethics is crucial.,1
"There are no prerequisites, but Russian literaturesocial theory but is beneficial.",0
philosophy is not course. a required prerequisite for this course.,0
Enrollment requires successful completion embedded of embedded systems.,1
A is strong grasp of ethnic studiesASL grammar is crucial.,1
necessary. An understanding of Russian literaturesocial theory is necessary.,1
Prior coursework in relativityinternational relations is in mandatory.,1
An interview confirming proficiency in in semantics is required.,1
